doc_id,lang,source,text,text_norm,n_chars,n_tokens,page_id,title
435099-p10,tr,wiki,"MPİ mevzuatında yapılan bu düzenlemelerle şans oyunlarının lisans verilmesi suretiyle özelleştirilmesi çalışmalarına başlanılmış ancak 2017 yılına kadar süreç tamamlanamamıştır. Bilahare, 320 sayılı KHK'nın Ek 2 nci (Ek: 1/8/2003-4971/23 md.; Değişik: 2/1/2017 - KHK - 680/82 md.; Aynen kabul: 1/2/2018-7072/80 md.) maddesinde yapılan değişiklikle; karşılığı nakit olmak üzere oynatılan piyango, hemen-kazan, sayısal loto, şans topu, on numara ve süper loto oyunları ile ilgili mevzuat çerçevesinde izin verilebilecek olan benzer şans oyunlarına ilişkin lisansı, 06/01/2017 tarihinden itibaren 49 yıl süreyle Türkiye Varlık Fonuna (TVF) verilmiş olup, maddenin devamında ise, lisansın anılan Fon tarafından üçüncü kişilere devredilmesinden sonra, Milli Piyango İdaresinin lisansa konu şans oyunlarını düzenleyemeyeceği ve bu oyunlar için ayrı bir lisans veremeyeceği, lisans konusu faaliyetlerin ilgili mevzuat hükümlerine uygun olarak yürütülmesini izleyip denetleyeceği hüküm altına alınmıştır.",mpi mevzuatında yapılan bu düzenlemelerle şans oyunlarının lisans verilmesi suretiyle özelleştirilmesi çalışmalarına başlanılmış ancak 2017 yılına kadar süreç tamamlanamamıştır bilahare 320 sayılı khk nın ek 2 nci ek 1 8 2003 4971 23 md değişik 2 1 2017 khk 680 82 md aynen kabul 1 2 2018 7072 80 md maddesinde yapılan değişiklikle karşılığı nakit olmak üzere oynatılan piyango hemen kazan sayısal loto şans topu on numara ve süper loto oyunları ile ilgili mevzuat çerçevesinde izin verilebilecek olan benzer şans oyunlarına ilişkin lisansı 06 01 2017 tarihinden itibaren 49 yıl süreyle türkiye varlık fonuna tvf verilmiş olup maddenin devamında ise lisansın anılan fon tarafından üçüncü kişilere devredilmesinden sonra milli piyango i daresinin lisansa konu şans oyunlarını düzenleyemeyeceği ve bu oyunlar için ayrı bir lisans veremeyeceği lisans konusu faaliyetlerin ilgili mevzuat hükümlerine uygun olarak yürütülmesini izleyip denetleyeceği hüküm altına alınmıştır,996,139,435099,Millî Piyango İdaresi
4310-p7,tr,wiki,"Newton, fikirlerini yazdığı ''Quaestiones Quaedam Philosophicae'' ''(Bazı Felsefi Sorular)'' adlı defterinin başına Latince şu notu düşmüştür: ""Platon arkadaşım, Aristoteles arkadaşım, ama en iyi arkadaşım gerçek."" Çiftlikte geçirdiği bu iki sene oldukça verimliydi ve bu dönemde kütleçekim üzerinde düşünmeye başladı. Çiftlikteki çalışmalarında diferansiyel ve integral hesaplamalarının da temelini attı. Geçmişte alan, yay uzunluğu, tanjant bulma gibi eskiden kullanılan yöntemleri diferansiyel hesaplamayı temel alarak birleştirdi. Kitapta ispatları geometri ile yapmış, evrensel kütleçekim yasasını açıklamış ve cisimlerin kütleleri ile doğru, mesafeleri ile de ters orantılı olarak birbirlerini çektiklerini açıklamıştır. Birinci bölümde Galileo'nun deneylerinden övgü ile söz eder ve Kepler kanunlarını matematiksel olarak ispatlar. Bu iki işlemin birbirlerine ters olduğunu bulmuş, eğimler ile ilgili çözümler geliştirmiş ve bunlara akış (fluxion) metotları ismini vermiştir çünkü niceliklerin bir boyuttan diğerine aktığını hayal etmiştir. Newton'dan önce Joannes Kepler, gezegenlerin eliptik hareketlerini salt matematiksel olarak açıklamıştı ama gezegenlerin neden yörüngede kaldıklarına dair bir açıklama getirmemişti.",newton fikirlerini yazdığı quaestiones quaedam philosophicae bazı felsefi sorular adlı defterinin başına latince şu notu düşmüştür platon arkadaşım aristoteles arkadaşım ama en iyi arkadaşım gerçek çiftlikte geçirdiği bu iki sene oldukça verimliydi ve bu dönemde kütleçekim üzerinde düşünmeye başladı çiftlikteki çalışmalarında diferansiyel ve integral hesaplamalarının da temelini attı geçmişte alan yay uzunluğu tanjant bulma gibi eskiden kullanılan yöntemleri diferansiyel hesaplamayı temel alarak birleştirdi kitapta ispatları geometri ile yapmış evrensel kütleçekim yasasını açıklamış ve cisimlerin kütleleri ile doğru mesafeleri ile de ters orantılı olarak birbirlerini çektiklerini açıklamıştır birinci bölümde galileo nun deneylerinden övgü ile söz eder ve kepler kanunlarını matematiksel olarak ispatlar bu iki işlemin birbirlerine ters olduğunu bulmuş eğimler ile ilgili çözümler geliştirmiş ve bunlara akış fluxion metotları ismini vermiştir çünkü niceliklerin bir boyuttan diğerine aktığını hayal etmiştir newton dan önce joannes kepler gezegenlerin eliptik hareketlerini salt matematiksel olarak açıklamıştı ama gezegenlerin neden yörüngede kaldıklarına dair bir açıklama getirmemişti,1229,149,4310,Isaac Newton
1302729-p1,tr,wiki,Brest İnşaat Mühendisliği Enstitüsü'nde çalışmaya başlamış daha sonra Enstitü kapatılmıştır. 1989 yılında Minsk SBKP Üniversitesi'nde çalışmıştır. Eski Belarus Sovyet Sosyalist Cumhuriyeti (BSSC) devletinde parti kariyerine 1983'te başlamıştır. 1986-1990 yılları arasında BSSC Belediye Konut Bakanı oldu. 1990 yılına kadar Bakanlar Kurulu Başkan Yardımcısı oldu. 2001'de siyaseti bıraktı ve Belarus Bilimler Akademisi başkanı oldu. 2010 yılında devlet başkanlığı seçiminden sonra Lukaşenko tarafından yeni başbakan olarak atandı.,brest i nşaat mühendisliği enstitüsü nde çalışmaya başlamış daha sonra enstitü kapatılmıştır 1989 yılında minsk sbkp üniversitesi nde çalışmıştır eski belarus sovyet sosyalist cumhuriyeti bssc devletinde parti kariyerine 1983 te başlamıştır 1986 1990 yılları arasında bssc belediye konut bakanı oldu 1990 yılına kadar bakanlar kurulu başkan yardımcısı oldu 2001 de siyaseti bıraktı ve belarus bilimler akademisi başkanı oldu 2010 yılında devlet başkanlığı seçiminden sonra lukaşenko tarafından yeni başbakan olarak atandı,529,70,1302729,Mihail Myasnikoviç
1343138-p0,tr,wiki,"'''''Suits''''' ( ), Gabriel Macht ve Patrick J. Adams'ın başrollerinde oynadığı USA Network kanalında yayımlanan televizyon dizisidir.",suits gabriel macht ve patrick j adams ın başrollerinde oynadığı usa network kanalında yayımlanan televizyon dizisidir,135,16,1343138,Suits
3149153-p2,tr,wiki,"Ayrıca bakınız
* Kuyruklu yıldız
* Ana kuyruklu yıldız makalesindeki koma ve kuyruk.",ayrıca bakınız kuyruklu yıldız ana kuyruklu yıldız makalesindeki koma ve kuyruk,84,11,3149153,Karşıkuyruk
3035658-p2,tr,wiki,"* www.geograph.co.uk : Llandygai ve çevresinin fotoğrafları 
* Parc Bryn Cegin'de Arkeoloji 
* Köy Okulu
* Llandygai Kilisesi",www geograph co uk llandygai ve çevresinin fotoğrafları parc bryn cegin de arkeoloji köy okulu llandygai kilisesi,125,17,3035658,Llandygai
3300141-p3,tr,wiki,"Başlangıç ve Kuruluşu
16 Mayıs 2021'de Bloomberg, AT&T'nin, Discovery, Inc. ile bir şirket birleşmesi amacıyla görüşmelerde olduğunu duyurmuştu. Habere göre, WarnerMedia ve Discovery birleşip, yeni bir şirket olarak kurulacak ve hissedarlar arasında bölünecekti. 17 Mayıs 2021'de anlaşmaya varıldığı duyurulmuş ve AT&T $43 milyar nakit para alacak ve borçlardan kurtulacaktı. Yeni şirket, Discovery'nin CEO'su David Zaslav olacaktı. Zaslav, yeni şirketin içeriklere yıllık $20 milyar (Netflix, Amazon Prime ve Disney+'ı geçen bir bütçe) ayıracağını açıklamıştı.",başlangıç ve kuruluşu 16 mayıs 2021 de bloomberg at t nin discovery inc ile bir şirket birleşmesi amacıyla görüşmelerde olduğunu duyurmuştu habere göre warnermedia ve discovery birleşip yeni bir şirket olarak kurulacak ve hissedarlar arasında bölünecekti 17 mayıs 2021 de anlaşmaya varıldığı duyurulmuş ve at t 43 milyar nakit para alacak ve borçlardan kurtulacaktı yeni şirket discovery nin ceo su david zaslav olacaktı zaslav yeni şirketin içeriklere yıllık 20 milyar netflix amazon prime ve disney ı geçen bir bütçe ayıracağını açıklamıştı,561,81,3300141,Warner Bros. Discovery
1295926-p0,tr,wiki,"Nantes, topladığı 68 puanla Ligue 1 şampiyonu olmuştur. Toulouse FC, Fransa Futbol Federasyonu kararıyla Championnat National ligine düşürülmüştür.",nantes topladığı 68 puanla ligue 1 şampiyonu olmuştur toulouse fc fransa futbol federasyonu kararıyla championnat national ligine düşürülmüştür,147,18,1295926,2000-01 Division 1
1122468-p5,tr,wiki,"Kategori:Doğu Almanya
Kategori:Dağılmış ordular
Kategori:1956'da kurulan askerî birimler
Kategori:1990'da feshedilmiş oluşumlar
Kategori:Ülkelerine göre ordular",kategori doğu almanya kategori dağılmış ordular kategori 1956 da kurulan askerî birimler kategori 1990 da feshedilmiş oluşumlar kategori ülkelerine göre ordular,160,21,1122468,Nationale Volksarmee
2866577-p0,tr,wiki,"{{İstasyon bilgi kutusu
| ad = Ayvansaray
| yerel_ad =
| yerel_ad_dili =
| sembol_konumu =
| sembol =
| tür = İstanbul Tramvayı istasyonu
| resim = Ayvansaray Tram Platform.jpg
| altyazı = İstasyonun platformu
| adres = Ayvansaray Mahallesi, Ayvansaray Caddesi, 34093
| ilçe = Fatih, İstanbul
| ülke = Türkiye
| sahip = İstanbul Büyükşehir Belediyesi
| işletmeci = Metro İstanbul
| hat = 
| uzaklık =
| peronlar = 2 kenar peronu
| raylar = 2
| tren_işletmecileri = Metro İstanbul
| bağlantılar = 20x20px '''(ŞH Ayvansaray)''' 
| yapı = Hemzemin
| otopark = Hayır
| bisiklet = Evet
| engelli = Evet
| kod =
| bölge =
| website =
| açılış = 1 Ocak 2021 yer alan ve 1 Ocak 2021'de hizmete giren hemzemin tramvay istasyonudur.",i stasyon bilgi kutusu ad ayvansaray yerel_ad yerel_ad_dili sembol_konumu sembol tür i stanbul tramvayı istasyonu resim ayvansaray tram platform jpg altyazı i stasyonun platformu adres ayvansaray mahallesi ayvansaray caddesi 34093 ilçe fatih i stanbul ülke türkiye sahip i stanbul büyükşehir belediyesi işletmeci metro i stanbul hat uzaklık peronlar 2 kenar peronu raylar 2 tren_işletmecileri metro i stanbul bağlantılar 20x20px şh ayvansaray yapı hemzemin otopark hayır bisiklet evet engelli evet kod bölge website açılış 1 ocak 2021 yer alan ve 1 ocak 2021 de hizmete giren hemzemin tramvay istasyonudur,722,88,2866577,Ayvansaray (İstanbul Tramvayı)
3049090-p3,tr,wiki,"Ayrıca bakınız
*Dinocephalia
*Theriodontia
*Therapsida
*Memelilerin evrimi",ayrıca bakınız dinocephalia theriodontia therapsida memelilerin evrimi,74,7,3049090,Anomodontia
1472992-p0,tr,wiki,"'''Mezraa''', Erzincan ilinin Kemah ilçesine bağlı bir köydür.",mezraa erzincan ilinin kemah ilçesine bağlı bir köydür,62,8,1472992,"Mezraa, Kemah"
1168111-p4,tr,wiki,"Sovyet 38. Ordusuna, şehrin fabrikaları sökülüp doğuya nakledilirken şehri savunması emredildi.",sovyet 38 ordusuna şehrin fabrikaları sökülüp doğuya nakledilirken şehri savunması emredildi,95,11,1168111,Birinci Harkov Muharebesi
1694367-p7,tr,wiki,"İbn Ebu Şeybe - Muhammed bin Beşir'den, Muhammed bin Beşir - Ubeydullah bin Ömer'den, Ubeybullah bin Ömer - Zeyd bin Eslem'den, Zeyd bin Eslem - babası Eslem'den (Ömer'in kölesi) şunları aktarır: Peygamber öldükten sonra Ebu Bekir'e biat edildiğinde Ali ve Zübeyir tavsiye için Fatıma'nın evine doğru yola koyuldular. Ömer bundan haberdar olduğunda Fatıma'nın evine gelerek ""Ey Peygamber kızı, hiç kimse senin babandan daha çok aziz değil, ondan sonra ise en değerli insan sensin. Vallahi, eğer onlar senin evindelerse, benim bu evi ve içindekileri yakmayı emir etmemden hiçbir şey alıkoyamaz."" dedi.",i bn ebu şeybe muhammed bin beşir den muhammed bin beşir ubeydullah bin ömer den ubeybullah bin ömer zeyd bin eslem den zeyd bin eslem babası eslem den ömer in kölesi şunları aktarır peygamber öldükten sonra ebu bekir e biat edildiğinde ali ve zübeyir tavsiye için fatıma nın evine doğru yola koyuldular ömer bundan haberdar olduğunda fatıma nın evine gelerek ey peygamber kızı hiç kimse senin babandan daha çok aziz değil ondan sonra ise en değerli insan sensin vallahi eğer onlar senin evindelerse benim bu evi ve içindekileri yakmayı emir etmemden hiçbir şey alıkoyamaz dedi,600,95,1694367,Ömer'in Fatıma'nın evine saldırması
430112-p1,tr,wiki,I. ve II. Dünya Savaşları sırasında kullanılmışlardır. Adı daha sonraları hayalet hikâyelerine esin kaynağı olan U-botlardan biri de SM UB-65'dir.,i ve ii dünya savaşları sırasında kullanılmışlardır adı daha sonraları hayalet hikâyelerine esin kaynağı olan u botlardan biri de sm ub 65 dir,146,23,430112,U-bot
42050-p2,tr,wiki,Red Hat Enterprise Linux'un kaynak kodları temel alınarak geliştirilmektedir. Genellikle yeni Red Hat sürümlerinden birkaç ay sonra yeni sürümü yayınlanır.,red hat enterprise linux un kaynak kodları temel alınarak geliştirilmektedir genellikle yeni red hat sürümlerinden birkaç ay sonra yeni sürümü yayınlanır,155,21,42050,Scientific Linux
53331-p9,tr,wiki,"Nefsi mutmainne
'''Nefsi mutmainne''' nefis teskiyesi kademelerinden dördüncüsüdür. Tasavvufa göre bu mertebede nefis, tatmin olmuş, şüphelerden arınıp rahatlamıştır. Mesela bu kademede insan nefsin hırs adındaki afetine galip gelerek o afeti devre dışı bırakabildiği için, anlar ki Allah'ın onun için ihsan ettiği şeylerin o ana kadar farkına bile varamamış ve bu kademede farkına varıp doyuma ulaşır.",nefsi mutmainne nefsi mutmainne nefis teskiyesi kademelerinden dördüncüsüdür tasavvufa göre bu mertebede nefis tatmin olmuş şüphelerden arınıp rahatlamıştır mesela bu kademede insan nefsin hırs adındaki afetine galip gelerek o afeti devre dışı bırakabildiği için anlar ki allah ın onun için ihsan ettiği şeylerin o ana kadar farkına bile varamamış ve bu kademede farkına varıp doyuma ulaşır,402,56,53331,Nefis
4506440-p0,tr,wiki,"'''Poly Styrene''' asıl adıyla '''Marianne Joan Elliott-Said'''; (3 Temmuz 1957, Bromley - 25 Nisan 2011, Sussex), İngiliz şarkıcı ve söz yazarı. Punk rock grubu X-Ray Spex'in vokalisti ve kurucularındandır. Pek çok kişi tarafından yeraltı feminist punk hareketi Riot Grrrl hareketinin öncüsü olarak kabul edilir.",poly styrene asıl adıyla marianne joan elliott said 3 temmuz 1957 bromley 25 nisan 2011 sussex i ngiliz şarkıcı ve söz yazarı punk rock grubu x ray spex in vokalisti ve kurucularındandır pek çok kişi tarafından yeraltı feminist punk hareketi riot grrrl hareketinin öncüsü olarak kabul edilir,313,47,4506440,Poly Styrene
1202435-p19,tr,wiki,"Kaynakça
* Intertoto'97 resmî sitesi
* RSSSF'97",kaynakça intertoto 97 resmî sitesi rsssf 97,47,7,1202435,1997 UEFA Intertoto Kupası
2315008-p0,tr,wiki,"'''Muhammed Rıza Lütfi''' (Farsça: محمدرضا لطفی; d. 1 Ocak 1947, Gürgan - ö. 2 Mayıs 2014, Tahran), İranlı müzisyen. Geleneksel İran müziği alanında tar ve setar ustası olarak tanınır.",muhammed rıza lütfi farsça محمدرضا لطفی d 1 ocak 1947 gürgan ö 2 mayıs 2014 tahran i ranlı müzisyen geleneksel i ran müziği alanında tar ve setar ustası olarak tanınır,184,30,2315008,Muhammed Rıza Lütfi
2806877-p7,tr,wiki,"Dini
Nüfusun% 99'u Sünni Müslümandır.",dini nüfusun 99 u sünni müslümandır,37,6,2806877,Kurçaloy
410901-p0,tr,wiki,"Valois, 1974'te 76 yaşındayken
[[Dosya:Royal Opera House and ballerina.jpg|küçükresim|Sanatçının Londra'da Royal Opera House önündeki heykeli]]
'''Dame Ninette de Valois''', (d. 6 Haziran 1898 - ö. 8 Mart 2001), İrlanda doğumlu İngiliz dansçı, koreograf.",valois 1974 te 76 yaşındayken dosya royal opera house and ballerina jpg küçükresim sanatçının londra da royal opera house önündeki heykeli dame ninette de valois d 6 haziran 1898 ö 8 mart 2001 i rlanda doğumlu i ngiliz dansçı koreograf,254,40,410901,Ninette de Valois
1550461-p2,tr,wiki,1978 yılında Kadıköy Anadolu Lisesi’ni (Kadıköy Maarif Koleji) bitirdi. Yüksek öğrenimi 1980 yılında Boğaziçi Üniversitesi’nde tamamladı. İFSAK’ta fotoğraf üzerine aldığı eğitimlerin ardından proje koordinatörlüğü ve fotoğraf eğitmenliği yaptı. Bunun yanı sıra İFSAK Dergisi yayın kurulunda da yer aldı.,1978 yılında kadıköy anadolu lisesi ni kadıköy maarif koleji bitirdi yüksek öğrenimi 1980 yılında boğaziçi üniversitesi nde tamamladı i fsak ta fotoğraf üzerine aldığı eğitimlerin ardından proje koordinatörlüğü ve fotoğraf eğitmenliği yaptı bunun yanı sıra i fsak dergisi yayın kurulunda da yer aldı,303,43,1550461,Vedat Ozan
1897392-p4,tr,wiki,"Dış bağlantılar
*Resmî site
*Cabinet to finance Sofia sports hall construction with 108M leva from fiscal reserve 
*Sofya'daki yeni spor salonu 
*Sofia Sports Arena thread",dış bağlantılar resmî site cabinet to finance sofia sports hall construction with 108m leva from fiscal reserve sofya daki yeni spor salonu sofia sports arena thread,171,26,1897392,Arena Armeec
3326087-p6,tr,wiki,"Komisyon, tasarıyı 3 Haziran 2021- 3 Eylül 2021 tarihleri arasında tartışmaya açmıştır. Sonuçlar 6 Aralık 2021'de yayınlandı. Bu tartışmada, Avrupa Birliği üye birliklerinin yetkili kamu makamlarının, akademik ve araştırma kurumlarının, iş birliklerinin, endüstriyel kümelenmelerin, şirketlerin/işletmelerin, tüketici örgütlerinin, STK'ların, sendikaların ve vatandaşların görüşleri alınmıştır. Bu doğrultuda, katılımcıların çoğunluğu (%62) acil durumlarda verilerin kamuyla paylaşılmasının gerektiğini düşünmektedir. Şirketlerin çoğu (%91) halihazırda diğer şirketlerle veri paylaşımında bulunduklarını ancak son 5 yılda farklı nedenlerle bu paylaşımın zorlaştığını belirtmiştir. Bu nedenler teknik nedenler, yasal nedenler, veri sahibi için yasal bir neden olmaması, sözleşme dengesizlikleri ve makul olmayan fiyatlardır.",komisyon tasarıyı 3 haziran 2021 3 eylül 2021 tarihleri arasında tartışmaya açmıştır sonuçlar 6 aralık 2021 de yayınlandı bu tartışmada avrupa birliği üye birliklerinin yetkili kamu makamlarının akademik ve araştırma kurumlarının iş birliklerinin endüstriyel kümelenmelerin şirketlerin işletmelerin tüketici örgütlerinin stk ların sendikaların ve vatandaşların görüşleri alınmıştır bu doğrultuda katılımcıların çoğunluğu 62 acil durumlarda verilerin kamuyla paylaşılmasının gerektiğini düşünmektedir şirketlerin çoğu 91 halihazırda diğer şirketlerle veri paylaşımında bulunduklarını ancak son 5 yılda farklı nedenlerle bu paylaşımın zorlaştığını belirtmiştir bu nedenler teknik nedenler yasal nedenler veri sahibi için yasal bir neden olmaması sözleşme dengesizlikleri ve makul olmayan fiyatlardır,823,96,3326087,Avrupa Birliği Veri Yasası Taslağı
2274059-p3,tr,wiki,"Orta Asya seyahatleri
''Kale surlarında: Onları içeri alalım!'' (1871).
[[Dosya:Apotheosis.jpg|küçükresim|upright=1.36|''Savaşın Yüceltilmesi'' (1871)]]
1866'daki Paris Salonu'nda, ''Mezmurlarda dua eden Dukhoborlar'' resmini sergiledi. Ertesi yıl, Türkistan'a yaptığı seferde General Konstantin Kaufman'a eşlik etmeye davet edildi. Ona asteğmen rütbesi verildi. 2-8 Haziran 1868 tarihleri arasındaki Semerkand kuşatmasındaki kahramanlığı için St George Haçı'yla (4. sınıf) ödüllendirildi. Yorulmak bilmez bir seyyahtı, 1868 yılı sonunda St Petersburg'a, 1869'da Paris'e, aynı yılın sonlarında St Petersburg'a ve sonra 1869'un sonunda Sibirya üzerinden Türkistan'a geri döndü.",orta asya seyahatleri kale surlarında onları içeri alalım 1871 dosya apotheosis jpg küçükresim upright 1 36 savaşın yüceltilmesi 1871 1866 daki paris salonu nda mezmurlarda dua eden dukhoborlar resmini sergiledi ertesi yıl türkistan a yaptığı seferde general konstantin kaufman a eşlik etmeye davet edildi ona asteğmen rütbesi verildi 2 8 haziran 1868 tarihleri arasındaki semerkand kuşatmasındaki kahramanlığı için st george haçı yla 4 sınıf ödüllendirildi yorulmak bilmez bir seyyahtı 1868 yılı sonunda st petersburg a 1869 da paris e aynı yılın sonlarında st petersburg a ve sonra 1869 un sonunda sibirya üzerinden türkistan a geri döndü,676,96,2274059,Vasili Vereşçagin
1533715-p0,tr,wiki,"'''Güzelçamlı tavşanı''', kahverengi beyaz Amerikan fuzzy lop tavşanı ve Kaliforniya tavşanı nın melezlenmesi sonucu oluşmuş tavşan ırkıdır.",güzelçamlı tavşanı kahverengi beyaz amerikan fuzzy lop tavşanı ve kaliforniya tavşanı nın melezlenmesi sonucu oluşmuş tavşan ırkıdır,140,17,1533715,Güzelçamlı tavşanı
2201517-p11,tr,wiki,"Bazaar'ın 1.0 sürümü Aralık 2007'de yayımlandı. Şubat 2008'de Bazaar bir GNU Projesi haline geldi. Nisan 2012'de Martin Pool, Canoncial'dan ayrıldı ve gelişme hızı yavaşladı. Jelmer Vernooij'e göre Canoncial'ın Bazaar takımı, 2012 başlarında farklı görevlere atandılar ve kendisi de yılın sonunda yedi yıl projede çalıştıktan sonra ayrıldı. 2013 Mart'ında GNU Emacs posta listesinde Bazaar'ın etkili bir şekilde geliştirilip geliştirilmediğine ve Emacs'ın başka bir sürüm kontrol sistemine alınıp alınmaması konusunda bir tartışma başladı. 2014 Ocak'ında Eric Raymond, GNU Emacs için Bazaar'tan Git sürüm kontrol sisteminde geçilmesini teklif etti ve geçişi koordine etti. Bu geçiş 2014'ün Kasım ayında tamamlandı. Benzer şekilde Mart 2014'te, kararlarının arkasında birçok sebep olduğunu söyleyerek Bugzilla projesi Bazaar'dan Git'e geçti, bu sebeplerden biri Bazaar'ın neredeyse ölü olduğu anlayışıydı: ""Depo'ya her ay belki 2-3 tane değişiklik var. Bazaar'daki hataları düzeltmek de genel olarak uzun sürüyor gibi duruyor.""",bazaar ın 1 0 sürümü aralık 2007 de yayımlandı şubat 2008 de bazaar bir gnu projesi haline geldi nisan 2012 de martin pool canoncial dan ayrıldı ve gelişme hızı yavaşladı jelmer vernooij e göre canoncial ın bazaar takımı 2012 başlarında farklı görevlere atandılar ve kendisi de yılın sonunda yedi yıl projede çalıştıktan sonra ayrıldı 2013 mart ında gnu emacs posta listesinde bazaar ın etkili bir şekilde geliştirilip geliştirilmediğine ve emacs ın başka bir sürüm kontrol sistemine alınıp alınmaması konusunda bir tartışma başladı 2014 ocak ında eric raymond gnu emacs için bazaar tan git sürüm kontrol sisteminde geçilmesini teklif etti ve geçişi koordine etti bu geçiş 2014 ün kasım ayında tamamlandı benzer şekilde mart 2014 te kararlarının arkasında birçok sebep olduğunu söyleyerek bugzilla projesi bazaar dan git e geçti bu sebeplerden biri bazaar ın neredeyse ölü olduğu anlayışıydı depo ya her ay belki 2 3 tane değişiklik var bazaar daki hataları düzeltmek de genel olarak uzun sürüyor gibi duruyor,1026,158,2201517,GNU Bazaar
